FullText,Name,Address,ACT,AD,ADLT,ADM,AH,ALZ,AOT,ARIPI,ASENA,AT,BMT,BREXP,CARIP,CBT,CCBHC,CDM,CFT,CHLD,CHLOR,CIT,CJ,CLF,CLOZA,CM,CMHC,CMHG,CO,COOT,CRT,CSBG,DBT,DEC,DROPE,DV,ECT,EMDR,ES,FG,FLUPH,FPSY,FQHC,GL,GT,HALOP,HI,HIVT,HS,HV,ICM,IDD,IH,ILOPE,IMR,IPC,IPT,ITU,KIT,LAD,LMG,LOXAP,LURAS,MC,MD,MF,MH,MI,MSMH,NRT,NSC,OLANZ,OLANZF,OMH,OP,ORES,OSF,OSG,PA,PALIP,PCF,PED,PEER,PEFP,PEOFF,PEON,PERPH,PH,PHDT,PI,PIMOZ,PROCH,PRS,PSY,PTSD,PVTN,PVTP,QUETI,RES,RISPE,RTCA,RTCC,SCJJ,SE,SED,SEF,SEMP,SF,SH,SHB,SHC,SI,SMA,SMHA,SMI,SMON,SMOP,SMPD,SNR,SPS,SS,STDT,STU,SUMH,SWFS,TAY,TBG,TBI,TBS,TCC,TELE,THIOR,THIOT,TMS,TPC,TRIFL,TRMA,TT,VAF,VAMC,VET,VO,VRS,WI,YAD,ZIPRA
"Grace Medical Center Partial Hospitalization for Adults 2000 West Baltimore Street 5th Floor Baltimore, Maryland 21223 Phone: (410) 362-3541 Intakes: (410) 362-3558 (410) 362-3350 ① MH ③ OP PHDT ④ PH ⑤ FLUPH HALOP ARIPI CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT GT IPT TT ⑧ PVTN ⑩ MC MD PI PCF SF SI ⑫ SMI ⑭ COOT DEC FPSY ⑮ STU TCC ⑯ SMON ⑰ ADLT SNR YAD",Grace Medical Center Partial Hospitalization for Adults ,"2000 West Baltimore Street 5th Floor Baltimore, Maryland 21223",0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Grace Medical Center Partial Hospitalization for Children 2000 West Baltimore Street 5th Floor Baltimore, Maryland 21223 Phone: (410) 362-3541 Intakes: (410) 362-3350 (410) 362-3558 ① MH ③ OP PHDT ④ PH ⑤ ARIPI OLANZ OLANZF RISPE ⑥ AT BMT CBT CFT GT IPT TT ⑧ PVTN ⑩ MC MD PI PCF SF SI ⑫ SED ⑭ FPSY ⑯ SMON ⑰ CHLD",Grace Medical Center Partial Hospitalization for Children ,"2000 West Baltimore Street 5th Floor Baltimore, Maryland 21223",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Harford Belair Community Mental Health 4308 Harford Road Baltimore, Maryland 21214 Phone: (410) 426-5650 ① MH ③ OP ④ CMHC ⑤ CHLOR FLUPH HALOP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ CFT GT IPT ⑦ WI ⑧ PVTN ⑩ MC MD PI SF SI ⑫ AD SE CJ CO ⑭ ACT CDM COOT FPSY IMR SPS ⑮ NSC STU ⑯ SMOP ⑰ ADLT CHLD SNR YAD",Harford Belair Community Mental Health ,"4308 Harford Road Baltimore, Maryland 21214",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Harford County Health Department Division of Behavioral Health 120 South Hays Street Bel Air, Maryland 21014 Phone: (410) 877-2341 Intake: (410) 877-2343 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ BMT CBT CFT DBT GT IDD IPT TT ⑧ OSG ⑨ FQHC ⑩ CLF MC MD MI PI SF SWFS ⑪ SS ⑫ AD TAY CJ CO ⑭ CM COOT FPSY PEER ⑮ NRT NSC STU ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑲ AH",Harford County Health Department Division of Behavioral Health ,"120 South Hays Street Bel Air, Maryland 21014",0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Health Alliance Associates Inc 13 East Hamilton Street Baltimore, Maryland 21202 Phone: (443) 613-6118 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ ARIPI OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT GT IDD IPT TT ⑦ PEON ⑧ PVTP ⑩ MC MD PI SF SI ⑫ TAY SE GL VET ADM MF CJ CO HV DV TRMA PEFP PTSD SMI ⑬ HIVT SHB SHC STDT TBS ⑭ CDM CM DEC ES FPSY IMR IPC PEER ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT SNR YAD",Health Alliance Associates Inc ,"13 East Hamilton Street Baltimore, Maryland 21202",0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
"Health Care for Homeless 421 Fallsway Baltimore, Maryland 21202 Phone: (410) 837-5533 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA OLANZ OLANZF QUETI RISPE ZIPRA ⑥ AT BMT CBT DBT GT IDD IPT TT ⑦ CIT PEON ⑧ PVTN ⑨ FQHC ⑩ CLF CMHG CSBG FG MC MD OSF PCF SF SMHA ⑪ PA SS ⑫ AD CO ⑬ HIVT SHC STDT TBS ⑭ CDM CM COOT DEC ES FPSY HS ICM IMR IPC PEER SH SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP",Health Care for Homeless ,"421 Fallsway Baltimore, Maryland 21202",0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Healthcare for the Homeless Baltimore County 9150 Franklin Square Drive Suite 301 Rosedale, Maryland 21237 Phone: (443) 703-1468 Intake: (410) 837-5533 ① MH ③ OP ④ OMH ⑤ HALOP ARIPI OLANZ OLANZF QUETI RISPE ZIPRA ⑥ BMT CBT CFT IDD IPT TT ⑦ CIT ⑧ PVTN ⑨ FQHC ⑩ CLF CMHG CSBG FG MC MD PCF SF SMHA ⑪ SS ⑫ AD ⑬ HIVT SHC STDT TBS ⑭ CDM CM COOT DEC IMR IPC ⑮ NRT NSC STU ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Healthcare for the Homeless Baltimore County ,"9150 Franklin Square Drive Suite 301 Rosedale, Maryland 21237",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Healthcare Living for Families 1643 Liberty Road Suite 206 Sykesville, Maryland 21784 Phone: (410) 701-7926 ① MH ② TELE ③ OP ④ OMH ⑥ BMT CBT CFT DBT GT IDD IPT ⑦ CIT PEOFF ⑧ PVTP ⑩ MD SF ⑪ SS ⑫ AD TAY SE CO PTSD ⑭ ACT CM COOT FPSY PRS ⑯ SMOP ⑰ ADLT CHLD SNR YAD",Healthcare Living for Families ,"1643 Liberty Road Suite 206 Sykesville, Maryland 21784",1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Hebron House Inc 2300 Garrison Boulevard Suite 101 Baltimore, Maryland 21216 Phone: (410) 233-1990 ① MH ③ OP ④ OMH ⑥ BMT CBT CFT GT IPT ⑦ WI ⑧ PVTP ⑩ CLF CSBG MD OSF SCJJ SEF SF SWFS ⑪ PA SS ⑫ AD ⑭ FPSY PRS ⑯ SMON ⑰ ADLT CHLD SNR YAD",Hebron House Inc ,"2300 Garrison Boulevard Suite 101 Baltimore, Maryland 21216",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Hildas Place Behav Health Services 2480 Roxbury Mills Road Suite 10 Glenwood, Maryland 21738 Phone: (410) 489-3737 Intakes: (410) 489-3737x101 (410) 489-3737x301 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ HALOP THIOR BREXP CARIP CLOZA ILOPE LURAS OLANZF PALIP QUETI RISPE ZIPRA ⑥ CBT IDD IPT TT ⑦ CIT ⑧ PVTN ⑨ FQHC ⑩ CLF MC MD OSF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD SE GL CJ CO DV TRMA PTSD SMI ⑬ TBS ⑭ AOT COOT DEC ES FPSY HS PEER PRS SEMP SH VRS ⑮ NRT NSC TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Hildas Place Behav Health Services ,"2480 Roxbury Mills Road Suite 10 Glenwood, Maryland 21738",0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1
"Holy Cross Germantown Hospital 19801 Observation Drive Germantown, Maryland 20876 Phone: (301) 557-6860 ① MH ③ HI ④ PSY ⑤ CHLOR HALOP LOXAP PERPH PROCH ARIPI ASENA CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ CBT CRT ⑦ PEON WI ⑧ PVTN ⑩ MC MD MI PI SF SI SMHA SWFS ⑬ HIVT TBS ⑭ DEC ES PEER SPS ⑮ NRT NSC STU ⑯ SMON ⑰ ADLT SNR YAD ⑲ AH",Holy Cross Germantown Hospital ,"19801 Observation Drive Germantown, Maryland 20876",0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"HSC Outpatient Center/Lanham Department of Psychology 4500 Forbes Boulevard Suite 100 Lanham, Maryland 20706 Phone: (301) 560-2285 Intake: (202) 461-3700 ① MH ② TELE ③ OP ④ OMH ⑥ BMT CBT CRT CFT GT IPT ⑧ PVTN ⑩ MD MI PI SF SI ⑫ AD ⑭ FPSY ⑯ SMON ⑰ CHLD YAD ⑲ AH",HSC Outpatient Center/Lanham Department of Psychology ,"4500 Forbes Boulevard Suite 100 Lanham, Maryland 20706",0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HSC Outpatient Center/Rockville Department of Psychology 14995 Shady Grove Road Suite 200 Rockville, Maryland 20850 Phone: (301) 560-2285 Intake: (202) 461-3700 ① MH ② TELE ③ OP ④ OMH ⑥ BMT CBT CRT CFT GT IPT ⑧ PVTN ⑩ MD MI PI SF SI ⑫ AD ⑭ FPSY ⑯ SMON ⑰ CHLD YAD ⑲ AH",HSC Outpatient Center/Rockville Department of Psychology ,"14995 Shady Grove Road Suite 200 Rockville, Maryland 20850",0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"iMIND Behavioral Health 4703 Old Soper Road Suite R-1 Suitland, Maryland 20746 Phone: (240) 249-0989 ① MH SUMH ② TELE ③ OP ④ CMHC ⑤ HALOP ARIPI BREXP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IPT TT ⑦ PEOFF ⑧ PVTP ⑩ MC MD MI PI SF SI ⑫ AD ⑭ ACT DEC FPSY ⑯ SMPD ⑰ ADLT CHLD SNR YAD",iMIND Behavioral Health ,"4703 Old Soper Road Suite R-1 Suitland, Maryland 20746",1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"InnerSourced Solutions LLC 11705 Berry Road Suite 104 Waldorf, Maryland 20603 Phone: (240) 207-4513 ① MH ② TELE ③ OP ④ OMH ⑤ ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ⑥ CBT CFT GT IPT ⑧ PVTP ⑩ CLF MC MD OSF PI SCJJ SF SWFS ⑪ SS ⑫ AD DV ⑭ FPSY PRS ⑯ SMOP ⑰ ADLT CHLD SNR YAD",InnerSourced Solutions LLC ,"11705 Berry Road Suite 104 Waldorf, Maryland 20603",0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Innovative Clinical Associates 8701 Georgia Avenue Suite 500 Silver Spring, Maryland 20910 Phone: (301) 565-0720 ① MH ② TELE ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ CBT CFT GT IPT TT ⑧ PVTP ⑩ MD PI SF SMHA ⑫ AD ⑭ COOT FPSY ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Innovative Clinical Associates ,"8701 Georgia Avenue Suite 500 Silver Spring, Maryland 20910",0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
"Institute for Family Centered Services 5970 Frederick Crossing Lane Suite 201 Frederick, Maryland 21704 Phone: (301) 696-0726 ① MH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CFT IDD TT ⑦ PEOFF ⑧ PVTP ⑩ MD SCJJ ⑫ AD TAY SE TRMA PTSD SED SMI ⑭ CM COOT FPSY PRS ⑯ SMOP ⑰ ADLT CHLD SNR YAD",Institute for Family Centered Services ,"5970 Frederick Crossing Lane Suite 201 Frederick, Maryland 21704",0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Institute for Family Centered Services 18227 Flower Hill Way Gaithersburg, Maryland 20879 Phone: (301) 721-9324 ① MH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CFT GT IDD TT ⑧ PVTP ⑩ MD SCJJ SWFS ⑫ AD TAY SE TRMA PTSD SED SMI ⑭ CM COOT FPSY PRS ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑳ SP",Institute for Family Centered Services ,"18227 Flower Hill Way Gaithersburg, Maryland 20879",0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Institute for Life Enrichment 5601 Loch Raven Boulevard Suite 105 Baltimore, Maryland 21239 Phone: (443) 444-3848 ① MH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CFT GT IDD IPT TT ⑧ PVTP ⑩ MD ⑫ AD TAY GL CJ HV PTSD ⑭ CM COOT FPSY PRS SH ⑯ SMON ⑰ ADLT CHLD YAD",Institute for Life Enrichment ,"5601 Loch Raven Boulevard Suite 105 Baltimore, Maryland 21239",0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Institute for Life Enrichment (ILE) 6201 Greenbelt Road Suite M-7 College Park, Maryland 20740 Phone: (301) 474-3750 ① MH ③ OP ④ OMH ⑤ CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA OLANZ OLANZF QUETI RISPE ZIPRA ⑥ BMT CBT CFT GT IPT ⑦ PEON WI ⑧ PVTP ⑩ CLF MC MD MI OSF PI SCJJ SF SMHA SWFS ⑫ AD SE GL VET CJ TRMA ALZ SED SMI ⑭ FPSY SPS ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑳ SP F30",Institute for Life Enrichment (ILE) ,"6201 Greenbelt Road Suite M-7 College Park, Maryland 20740",0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1
"Jewish Community Services Inc 5750 Park Heights Avenue Baltimore, Maryland 21215 Phone: (410) 466-9200 ① MH SUMH ② TELE ③ OP ④ CMHC ⑤ FLUPH HALOP PERPH PROCH THIOR ARIPI ASENA BREXP CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA ⑥ AT BMT CBT CRT CFT GT IDD IPT TT ⑦ CIT ⑧ PVTN ⑩ CLF CMHG CSBG MC MD MI OSF PI PCF SF SI SMHA ⑪ PA SS ⑫ AD ⑭ AOT CM COOT ES FPSY HS ICM LAD PRS SEMP SH SPS VRS ⑮ TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑳ F95 F25 F35 F70",Jewish Community Services Inc ,"5750 Park Heights Avenue Baltimore, Maryland 21215",0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
"JHBMC/Creative Alternatives 1821 A Portal Street Baltimore, Maryland 21224 Phone: (410) 631-6140 Intake: (410) 631-6021 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT GT IDD IPT ⑦ CIT PEON PEOFF ⑧ SMA ⑩ MC MD SMHA ⑪ PA ⑫ SE GL CJ CO DV TRMA TBI ALZ PED PTSD SMI ⑭ ACT CDM CM COOT DEC ES HS ICM IMR LAD PEER PRS SEMP SH SPS VRS ⑮ STU TCC ⑯ SMPD ⑰ ADLT SNR YAD ⑲ AH",JHBMC/Creative Alternatives ,"1821 A Portal Street Baltimore, Maryland 21224",1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
